1,0.09172377472606285072903685222265581192779533524455452477737454424535497241523665,0.09821778906948708,1.2395602259756329
2,0.003022324894594503253978193866371991412725704632872429703458264152467031100813649,0.007977380408760879,0.10067874216941851
3,0.0003906993458517032626797869028376599636613539591586167044979681769820187999321488,0.001063248670694216,0.013418758200529063
4,3.862220168639956493497543277354130479581514878486674767942323700685703872900846e-05,7.610373354295111e-5,0.0009604691985211521
5,2.458772977232531979986666969759658757753803157968979564621110489952645200190625e-06,2.5677432062545883e-6,3.24062716046328e-5
6,3.735625843245387360824732889569447954438465735869688380728185168442326554598057e-07,5.12666814683216e-7,6.470125205214557e-6
7,4.186089235395388422055927115836252425590645293847543479824305255539923355483685e-08,4.797626089519345e-8,6.054856799376585e-7
8,2.609612271609590180242878779371125806333246445865088014354542861490075693287925e-09,3.38332386249197e-9,4.2699329024523715e-8
9,9.896444955528570182155738325373812223789504719914550182280415204613140021146408e-12,1.7758126631204296e-11,2.2411691067802667e-10
10,1.926166160933368387462727568133608811815880000326662335018083467693391800079917e-12,2.949990618791212e-12,3.723043526736075e-11
11,4.001987623005148194418229174722363583938330077553985115507205228018726380460783e-12,2.3727328880023993e-12,2.994513868308795e-11
12,1.851584975809297359539535293713737431841421652222680550647997933490966792343009e-12,1.0983127748337456e-12,1.3861285661823051e-11
13,3.333156811700544351691631208983887754025389713206673657183194941216530857129128e-14,2.0265991025962398e-14,2.5576748014547103e-13
14,3.095705026756490228963662674306187965070994412931359619383214114332767766144608e-14,1.5480547463676956e-14,1.9537266206151355e-13
15,1.574083086231459446728459509542627113460247567100462555672755245295129961319364e-14,6.1943862517768926e-15,7.817641686681286e-14
16,1.053971301667100252809468507837990379364313887860194434895197365619522206571744e-14,3.034700686007787e-15,3.829952092950187e-14
17,1.052868274913436351281377375806594993229057604005954851253596579737540039188857e-14,2.624466855003711e-15,3.3122153926234247e-14
18,1.30180250241804566387817784961773818120999343041403878326851324369867023227451e-14,3.828455234055419e-15,4.831712136898045e-14
19,8.601622866470470372857431306901320426254546477822114975527619682872154651975766e-15,3.3695178970197955e-15,4.252509046913948e-14
20,9.144750182809139048295542602201812773093511715329478695915551015650199636705667e-15,2.4402386713040295e-15,3.079709722132007e-14
21,8.621857748923285967562236275389454599479207431029406049873436642527853173280157e-15,2.2903922414522512e-15,2.89059563576492e-14
22,5.17351385105104760170220028803558829771143915401762634742380501445195817439356e-15,2.3153511173892927e-15,2.9220950516952965e-14
23,8.00302727737784257063940538011460497830789504946306307978296883436147447426287e-15,1.870221002543307e-15,2.360317403293247e-14
24,1.646807305742982056470405137269690334217701317934667908231276165673339856454816e-14,3.802325916636722e-15,4.7987355621747086e-14
25,5.246332468955112201738214266646187064303864785199776266993766448230559384713293e-15,2.2381584070032625e-15,2.8246737857145646e-14
26,1.490487647096287596418568552344410828864714404660150823627422395238713395944287e-14,3.362192611037903e-15,4.2432641502072763e-14
27,8.225960977993161303653452495420400165294522593601615405127220925806809012686011e-15,2.1219525525525555e-15,2.6780158772365988e-14
28,6.250345771616696220712643091879505164683866717872866547778752873271822108575986e-15,1.7895245352444474e-15,2.2584742115577442e-14
29,8.494242143182893768936429972922318742554671580357616078256790854076842749299937e-15,1.991998191318452e-15,2.5140066291115986e-14
30,1.864700981916628585977891247064973364788555268804694399358846795711821016336589e-14,3.847158224617622e-15,4.85531629600949e-14
31,9.016625340863877217671570233623965607697404061311769230303643381524663027937343e-15,2.5112123914735472e-15,3.1692822949267546e-14
32,1.38273204933692131986125677974371380168465814971788274554959901353735838830356e-14,2.3753390086012185e-15,2.997802929759879e-14
33,5.917464229571329136390108484737223668103386282531029735513713076263862578977731e-15,3.161852261469443e-15,3.990424077817308e-14
34,8.271152993046785000943449185048157030372406968730922718635536806356172521733719e-15,2.639491773207272e-15,3.331177630706889e-14
35,1.662400053425835967818721046626440716282860652693189702003474414714892081403246e-38,1.8201142779248047e-15,2.2970800778764962e-14
