1,0.09218536368528214783722343952000543715086353845878971490556033048180834380712312,0.0989585987186335,1.2459185319575221
2,0.003055569421671763525708790959147330652735522529050185757418471065262098663320813,0.00848894506874245,0.10687837252008422
3,0.0004154915660622708142074711937680958077151384398268898262250983423053931805125622,0.001188142492430757,0.014959071461133577
4,4.098463238507410000437447125853708967313050681291035573700766432434222468392167e-05,8.399985631748938e-5,0.0010575834644273583
5,2.58512821086268321269444741570872345092655360805227410898811415901297999208234e-06,2.819525706161783e-6,3.549867696313812e-5
6,4.18896251464704529375486098822920381765045363804180532299808327758638655042439e-07,5.774753281348729e-7,7.270588128649529e-6
7,4.182767569728491772536299045825492822445328237110638497476500130673059745724346e-08,4.839087258195529e-8,6.092556453722366e-7
8,2.590703249881395089889549457998258486693716467340142779208725684217755464813205e-09,3.51060094029131e-9,4.419952208754199e-8
9,1.346866754907278356451635662398054811728496168227125440721800318915732834651851e-11,2.035900738886005e-11,2.563260285259537e-10
10,1.905191833708022789742345206601567202208463581303182864137477738216890313987481e-12,3.285015122865014e-12,4.1359328773190967e-11
11,2.069711214741624174629492450726706253846520219824432805215969778825093098061912e-12,1.3597185924892614e-12,1.711926618369321e-11
12,2.534831657103774870574077526812460758178253504888769935076626374769259520944883e-12,1.502824598359473e-12,1.8921013854505223e-11
13,5.47186762811232877431639154084679055782926426339190378712445086222938799608031e-14,3.4736762448290563e-14,4.373462906198374e-13
14,1.956921477910496776524643937443219802717537924173263602241206774574026474377112e-14,1.0718839271111853e-14,1.349534114455651e-13
15,1.731249805616318240238735581283251993688930512813210898270056110128856451362793e-14,6.79211111309835e-15,8.5514722484954e-14
16,8.31200026712917983909360523313220358141430326346594851001737207357446040701623e-39,2.6183136266869067e-15,3.296535634302455e-14
